"subject" "Activity_Label" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "V80" "NA.1" "NA.2" "NA.3" "NA.4" "NA.5" "NA.6" "NA.7" "NA.8" "NA.9" "NA.10" "NA.11" "NA.12" "NA.13" "NA.14" "NA.15" "NA.16" "NA.17"
6 "LAYING" -0.350532442272727 -0.207575443044828 0.190449144057447 -0.0528120815258427 -0.151549560807692 -0.396613944681818 -0.0326494140521739 0.0795904347976744 0.0831846635309524 0.160605756621622 0.0476947773389831 -0.116549961658537 -0.707763467884058 -0.914318591117647 -0.896608895223881 -0.868734508015625 -0.7955624740625 -0.6971715865 -0.467459681852241 -0.462696008413793 -0.359185197787234 -0.0529062778163265 0.0068455436 0.0689399194897959 0.0965169139526316 0.0694190222340426 -0.0309184135 -0.0223502296530612 -0.116961672056604 -0.173827336457407 -0.0316585922325581 0.0418211257317073 -0.00353082443553953 -0.0438954066226415 -0.552049897051724 -0.389291847362295 -0.482493575 -0.4479802055 0.149237397042553 0.0701924178888889 -0.102442077115385 -0.142810783216531 -0.151563236883673 -0.170256772701887 -0.233747987292931 -0.293450051222642 -0.40313388276 -0.414194554092807 -0.330550366536842 -0.36823507142381 -0.455786964701923 -0.311437970771667 -0.436698840706897 -0.426187796966667 -0.402709733261538 -0.521748985963636 -0.420872817666667 -0.456016211528302 -0.873308098985507 -0.871041907536232 -0.869312664782609 -0.86578964942029 -0.877011864347826 -0.875950042463768 -0.579523569523077 -0.667165310328125 -0.667164228790323 -0.89218465942029 -0.873382906811594 -0.83868268942029 -0.78783547884058 -0.818144170289855 -0.686153968550725 -0.720738173318182 -0.68175964 -0.534567064704918 -0.52715394265 -0.5076838185 -0.50116349222449 -0.760990443671642 -0.751685682636364 -0.799993583835821 -0.823674641015152 -0.83317551880597 -0.877148593823529 -0.747481753332836 -0.750924244545455 -0.717012281047619 -0.664563800396825 -0.647579658850746 -0.704507079036508 -0.659664931883333 -0.565091681881356 -0.608908269625152 -0.636127717124725 -0.551489169286792 -0.42424486290339
6 "SITTING" 0.0105207242058824 -0.24706080825 0.145961218084211 -0.0742374148241379 -0.112647787572414 -0.528350564282353 0.0407574415227273 0.0392132334888889 0.0955146413333333 0.11625600784375 0.146975410675319 -0.0332681321185185 -0.748703182727273 -0.885878004242424 -0.903317212046875 -0.86713633015625 -0.83177048990625 -0.675541333333333 -0.624810280327869 -0.702073569291979 -0.270358669215686 -0.186947539142857 0.398078282926829 0.25888251 0.0637360295134091 0.028286575775 0.0525640334976744 -0.0571555346041667 -0.0660123661166667 -0.126018235283571 -0.00958588727422222 0.0238474603025 -0.0341370105756098 -0.0550126901481481 -0.748380269293103 -0.577463021525424 -0.803873081833333 -0.7112058765 0.123505161315909 0.143404285577419 -0.030043851778 -0.143104338044737 -0.0500054283958333 -0.188701622304255 -0.195692560418182 -0.350541071 -0.574089263152542 -0.5225299572 -0.500334015982456 -0.4452200915625 -0.334283141919608 -0.316629010372549 -0.303370929301887 -0.403063008445455 -0.450161785981481 -0.550694338844828 -0.579233183224138 -0.534093209833333 -0.910406914 -0.942630811666667 -0.957096799848485 -0.931022404545455 -0.962325854848485 -0.955637547727273 -0.76443562933871 -0.75351651325 -0.747696441807018 -0.937099204848485 -0.939884618333333 -0.935117711515152 -0.919700705 -0.892302006060606 -0.775895505276923 -0.761620397757576 -0.789983664278688 -0.65369810877193 -0.554954326862745 -0.419135201645294 -0.455731961431481 -0.851972900153846 -0.884962548609375 -0.900443185909091 -0.911768339846154 -0.937226186981818 -0.923466030606061 -0.789923762818182 -0.814817290412698 -0.696345293016129 -0.718491117 -0.68935990748125 -0.641895168618644 -0.670434514741379 -0.656887605660714 -0.627607353142857 -0.638177185032787 -0.701570432251667 -0.616468570424561
6 "STANDING" -0.364659721694286 -0.364386591807692 0.136768131289423 -0.139257513464516 -0.150284491478947 -0.531174990408163 0.1027213397 0.0379796582788462 0.0318188335769231 0.0819447066458333 0.00209294763396227 -0.0483030039 -0.668166454583333 -0.897888579861111 -0.903037482816901 -0.876157813541667 -0.780805848097015 -0.656819973119403 -0.739434130185714 -0.747329960212121 -0.600439256867925 -0.212708840851852 -0.0832659028723404 0.34028646395 0.00566665676470589 0.0232187641844444 -0.0204729535777778 -0.0820261309716981 -0.0869595344916667 -0.181207765714286 0.0398909562692308 -0.00218322175 -0.0218550048826087 -0.121855242762712 -0.643688150485714 -0.610745471925926 -0.706061387769231 -0.564565761074627 0.0798039093911111 0.155576358464103 -0.170729649836735 -0.10228900997 -0.210731052033333 -0.220487131055102 -0.2411447216 -0.247278186932203 -0.487394356714063 -0.497068644674603 -0.498940989319672 -0.582242082915254 -0.471868726607712 -0.513756685507937 -0.595608529285714 -0.526176901276923 -0.578606441103448 -0.607047115621212 -0.530816770682169 -0.528360130180328 -0.916183007777778 -0.905167608164384 -0.91545535630137 -0.919052206164384 -0.938157751232877 -0.928347802328767 -0.638669999927536 -0.648973678983099 -0.633510793215385 -0.907447717534247 -0.901153520821918 -0.934362228767123 -0.941789164657534 -0.929848267808219 -0.776701782305556 -0.747959149628571 -0.693926319671233 -0.6044991254 -0.505443552590909 -0.492803856533333 -0.643868726016129 -0.769991673422535 -0.839608067342857 -0.844290679117647 -0.817794115888889 -0.847271523232394 -0.867485461388889 -0.855434488873239 -0.821119833380282 -0.829490169104478 -0.754714269411765 -0.742900052855072 -0.784691375060606 -0.518692802482759 -0.475813247122222 -0.524647207606061 -0.59552657516129 -0.496105491098361 -0.566474167403279
6 "WALKING" -0.108920030085294 -0.226761803789474 0.0669377227171717 -0.078331535014625 -0.0890986361909375 -0.378887202736264 0.0710837934194444 0.0363797733682 -0.0718828054358974 0.0828559393785714 0.0672229905946667 0.0043808039175 -0.892829846969697 -0.92046996328125 -0.909265855603175 -0.849315621363636 -0.804660519483333 -0.63078258240678 -0.580698047852459 -0.510291926851852 -0.299993296862745 -0.0940528956157143 0.149015206641026 0.303823701162162 0.029846667825 -0.0449254904666667 -0.0254370350477273 -0.0127347378711111 -0.0597250623891304 -0.05496646313125 -0.0412052008977778 0.0784865956323529 -0.0406828982553191 -0.110411145109804 -0.54664897559322 -0.412584979603774 -0.526290156125 -0.461374265701754 0.095023876325 0.1419175726 -0.078849381873913 -0.19114875108 -0.266211660521739 -0.215824530914 -0.29176791292 -0.313425714648148 -0.335425306310345 -0.443849504807018 -0.38792305179661 -0.603510924632727 -0.473672080419355 -0.600065643732692 -0.39362063355 -0.476726893516071 -0.425414900561404 -0.528500829 -0.510432753206897 -0.460142964357143 -0.861374068939394 -0.885734596515152 -0.882270598787879 -0.884685374242424 -0.907180325909091 -0.903786011363636 -0.52653656215625 -0.584615709816667 -0.524060262016129 -0.887045348939394 -0.851859116818182 -0.909175993787879 -0.894304607727273 -0.864972400757576 -0.666356488333333 -0.635395108584615 -0.598288657234375 -0.620837413586207 -0.466115105169492 -0.551608571113208 -0.419343557623729 -0.725996834712698 -0.762314306538462 -0.808607943859375 -0.849727461 -0.832740484666667 -0.82075410025 -0.749193793621212 -0.748528971 -0.710909204761905 -0.650353998342857 -0.693227985555556 -0.697391678630769 -0.602349380758182 -0.456716131679245 -0.507534964519231 -0.404536443254386 -0.601482295055714 -0.448267754955319
6 "WALKING_DOWNSTAIRS" -0.397340547 -0.261074808742857 0.120971825846154 -0.0424709796834247 -0.123918609823077 -0.399488908504225 -0.0673976786410256 0.0122747021022727 -0.00397872244047619 0.00888907547948718 0.0411413492439024 0.0190431039555556 -0.608197525198214 -0.769940780648148 -0.67879496275 -0.778003701649123 -0.788682211851852 -0.612299353236364 -0.565115258190909 -0.572593214255769 -0.448770884 -0.230218927509524 -0.142441565674419 -0.0682663594969048 0.0438856344166667 0.0506659731365854 -0.026355751902439 -0.0504674269795455 -0.0878088164583333 -0.151950609658537 -0.092944193775 0.00657152605405405 0.00774223968085107 -0.0422742207209302 -0.459037051332963 -0.500679714285714 -0.532410577980769 -0.602575000425532 0.0659595776386364 0.09363324637 -0.113674083447368 -0.0447354158704545 -0.121525239153846 -0.16534765956 -0.25653038610625 -0.356415196229167 -0.493709846153846 -0.2473401378612 -0.34157761506383 -0.313895847113077 -0.409282163980769 -0.407608433826531 -0.378158867472727 -0.564924484204545 -0.402102280754386 -0.444653486423077 -0.4109497423125 -0.411608212782609 -0.86646472105 -0.880054833833333 -0.885415788 -0.882062953389831 -0.874739694683333 -0.87870209695 -0.744863064035088 -0.679534114160714 -0.63112656 -0.877841529661017 -0.864530839333333 -0.888785824915254 -0.8474193925 -0.847079339833333 -0.772454057566667 -0.779037795932203 -0.749160716833333 -0.517225832494906 -0.455986563790385 -0.316813136822222 -0.591532249722222 -0.763536268603636 -0.775311960912281 -0.815773546724138 -0.801899417982456 -0.810717073607143 -0.845792566428571 -0.786619459381818 -0.673056163473684 -0.702166916574074 -0.669941810553571 -0.668075337773585 -0.616418299 -0.710897546836364 -0.590505453346939 -0.513895772083019 -0.553685002076923 -0.51384877192549 -0.475256145476471
6 "WALKING_UPSTAIRS" -0.346615289130435 -0.298480776475 0.110965985656566 -0.100400454254185 -0.131304202725253 -0.718773960423077 0.0699426898730159 -0.067968340835 0.0206569206744186 0.102093082189474 -0.00705566017457627 -0.0414256357733962 -0.589328218511667 -0.572406884776712 -0.852122415416418 -0.684657564969231 -0.527881080352941 -0.572262166366667 -0.533248744939394 -0.50974458645283 -0.169390097835714 -0.101530353950877 0.182494811928947 0.30397884702069 0.0432492970423077 0.00496330608409091 0.0420717297072727 -0.0397639822686274 -0.0649819879145833 -0.124516086377358 -0.0523618254586957 -0.0179334498571429 0.00743051156603774 -0.0640567115633333 -0.662299672672727 -0.347820423949206 -0.644141854655738 -0.568973619123077 0.00162687465306123 -0.0208379202291667 -0.149456279274468 -0.224783228939443 -0.307614824947368 -0.410050600762264 -0.423701429704561 -0.453988069553571 -0.418887364906078 -0.316087971096774 -0.415372573667925 -0.500178788588235 -0.593564279744776 -0.6027709691875 -0.640222203014925 -0.636738229086957 -0.719643499476923 -0.411937859830508 -0.306976920436364 -0.300887766958621 -0.909942166295775 -0.859152422135135 -0.893672753150685 -0.889129547521918 -0.859764592837838 -0.86319792472973 -0.618374426059701 -0.591507314323529 -0.571557296 -0.843933528493151 -0.867958627013514 -0.893946367945205 -0.875142863783784 -0.872726526081081 -0.848910328459459 -0.816816374657534 -0.784566773310811 -0.464086827982812 -0.499076788071014 -0.541969087855224 -0.743798183056944 -0.809428151887324 -0.83227261342 -0.821123843391304 -0.792950393528571 -0.808815266955224 -0.746309050166667 -0.770404276888889 -0.826680809236111 -0.820730126135211 -0.849347396582192 -0.852319542537313 -0.804528261995946 -0.548598998421053 -0.380485651103448 -0.384419452859649 -0.341626528298214 -0.357783713237736 -0.323544626916071
7 "LAYING" -0.341869062624242 -0.398248847166667 0.117808510970417 -0.161808414705063 -0.100497069722472 -0.382688364646341 0.000706169015581392 -0.0363844899961538 -0.0130982846692308 0.0128931766346154 -0.0704958978076923 -0.0642797842978723 -0.792691159740741 -0.67239625136 -0.805645042622951 -0.76748819556 -0.606539269084483 -0.587982416988333 -0.514838664251786 -0.55613342962 -0.373035328478261 -0.11389783597561 0.0652561367878788 0.2109336198 -0.0832348448292683 -0.0178560080682927 -0.03780190696875 -0.0523329555 0.00959667427105263 -0.0483735187386364 -0.087931242455 -0.0391840829536585 -0.0185572171282051 -0.09322349343 -0.491879860222222 -0.399690513131373 -0.581764952491228 -0.582340887858182 0.0237162735121951 -0.0156581311853659 -0.189142743659091 -0.207786804280435 -0.321220857682927 -0.2126039121402 -0.227353013297872 -0.288129511303922 -0.289917584693617 -0.274827739981132 -0.39179196965625 -0.516684713614035 -0.613643574 -0.474807329073585 -0.48807995024 -0.499885484150943 -0.492933640015686 -0.3794170552672 -0.306669047596154 -0.35979682472449 -0.73174858860678 -0.802201436263793 -0.775227826881356 -0.829428013275862 -0.782980909847458 -0.835133246666667 -0.522454480660714 -0.565947816122807 -0.516711550771429 -0.791505964142857 -0.7646413405 -0.82477161385 -0.8329836878 -0.839781193316667 -0.676745599683051 -0.625190389918033 -0.609859570551724 -0.637202734362069 -0.553050457654545 -0.588513806529412 -0.496568316192857 -0.70115377152 -0.677791200105263 -0.703901082465517 -0.751811128754386 -0.783611325768966 -0.806914218947368 -0.768817468632948 -0.719914401225424 -0.774404805473684 -0.697787483526316 -0.739033227413793 -0.710856395913793 -0.523908468318909 -0.566737401952381 -0.335133879832075 -0.4623342584 -0.427076656091837 -0.450505910510638
7 "SITTING" -0.413065908885714 -0.34225502728125 0.0313960622045455 -0.174831180089118 -0.143039313609524 -0.263021798680723 -0.0620830037382353 0.0355658058375 0.100602150261389 0.000676144794444447 0.0148440984558824 0.0408219786515151 -0.767406263857143 -0.853180650591837 -0.806472222916667 -0.782472253137255 -0.912627464509804 -0.758438825 -0.555329242918367 -0.534705010729167 -0.46045781943 -0.212873351785294 -0.0259082413666667 0.1447414215625 -0.0799414785648649 -0.0306420298705882 0.0362902496875 -0.0097620439047619 -0.0720328619032258 0.0444012782432432 0.138437894064516 -0.0245794068 -0.0121639244411765 -0.0531784463888889 -0.515434108297872 -0.473805888851064 -0.529104070702128 -0.642704722891304 0.0437230868484848 0.09978793172 0.09801089871875 0.0668704368285714 0.0107764647222222 -0.0471310313 -0.0156532915487179 -0.1815659975 -0.408224526437778 -0.243185491265 -0.256469261869565 -0.386166750522727 -0.436060509444444 -0.271304131867391 -0.44230866177381 -0.360063431333333 -0.257155007395349 -0.49537753 -0.455189914476191 -0.345706101020833 -0.824851205576923 -0.73694486 -0.833074537884615 -0.829881823230769 -0.856379631211538 -0.845389814038462 -0.6251153818 -0.589104541292308 -0.6181564286 -0.841239666346154 -0.825950175192308 -0.911636593076923 -0.901374586538462 -0.871492409038462 -0.685966504890385 -0.642730001153846 -0.68206834725 -0.592930113673469 -0.455743987777778 -0.427739675238095 -0.338088962272727 -0.481802233511628 -0.478127133090909 -0.574211321086956 -0.628419422489796 -0.714065327357447 -0.645206846818182 -0.8088438738 -0.797696101730769 -0.783695016901961 -0.766881883333333 -0.722759845576923 -0.7085623866 -0.571482438685417 -0.499709896916667 -0.461035614888889 -0.46503356302 -0.453005595589744 -0.3870901876
7 "STANDING" -0.395754987361111 -0.343520335636364 0.0667582462604167 -0.151269382210227 -0.173653262577159 -0.358675901331646 -0.0512763007931915 -0.00842792324390244 0.0629688087857143 0.105517100259459 0.148981585738636 0.0218687711041667 -0.55018501398 -0.57568066166 -0.655529911177966 -0.829490353275862 -0.79205484855 -0.836803893994915 -0.513832652654545 -0.511042713706897 -0.539607407039216 -0.223539491777778 -0.0175357918436154 0.138173528547619 0.0599112211285714 -0.028585012527907 0.0442024718837838 0.0777343380789474 0.0375780064834884 0.0243071428775 -0.0294931908177778 -0.0895200427952381 0.0327184845795455 0.00610967514054055 -0.583018701433333 -0.480854371965385 -0.574081092058824 -0.51692709745098 0.167365650111111 0.104085075081081 0.0994200018409091 0.0503284105314286 0.0524487626860465 -0.0236638642340426 -0.145176497773684 -0.135885331171429 -0.456504054431667 -0.330154263613636 -0.22555646785283 -0.295994895823529 -0.371070709738 -0.415228304457143 -0.344812497342245 -0.3961798929 -0.436848729196078 -0.578228142176471 -0.388606856994444 -0.433861207619048 -0.816283378305085 -0.762569907983607 -0.846215597333333 -0.809684008196721 -0.846569869166667 -0.839584218032787 -0.6937078234 -0.647906687275862 -0.673254101288136 -0.836276853237288 -0.790372831803279 -0.853326254262295 -0.911381651186441 -0.849309321819672 -0.785524515245902 -0.734551377377049 -0.737969167166667 -0.640662396431035 -0.470467558333333 -0.449856627492 -0.449366730384615 -0.693685882185185 -0.670533266785714 -0.703507689275862 -0.719163173103448 -0.723763652983051 -0.7883627513375 -0.777506924833333 -0.823187999830508 -0.777424002295082 -0.770558694181818 -0.6461555365 -0.729430779821429 -0.641509393285714 -0.511602632105263 -0.575260649363636 -0.574179731423729 -0.596025143603774 -0.46977546786
7 "WALKING" -0.2552679012 -0.32005787928 0.170450340990099 -0.0329731379034091 -0.0723838209797059 -0.549761894565347 0.0108783014655172 -0.00396556485915493 -0.0491408043793103 -0.0402774948947368 0.00186256807272727 -0.173774275814531 -0.62336713171561 -0.867452077801558 -0.776373076526316 -0.72684908665 -0.703214896363636 -0.538205042676056 -0.694260296202703 -0.674106689026154 -0.376000136316667 -0.138026438014815 0.10203584246 0.373255422195652 0.0662917293517241 -0.0341282790525424 -0.0141751164821429 -0.0361939059032258 -0.0713806865650794 -0.110413702121667 -0.0655930553574074 -0.09138846775 -0.0817463933704918 -0.120337049652381 -0.640286978694444 -0.540657647061539 -0.712686463048684 -0.609873041119737 0.050864743877193 -0.0155723471867347 -0.0858674275263158 -0.170008580403226 -0.25376895437931 -0.250815249719048 -0.400963610933333 -0.446721071239063 -0.43554094680303 -0.414301505820896 -0.414420161407692 -0.52171792602973 -0.580595164405797 -0.548854674712329 -0.569545429842105 -0.674571170642857 -0.623758445973333 -0.478688201214085 -0.4445729006625 -0.42581546930303 -0.870180413209876 -0.873356899097561 -0.892692147875 -0.833045758719512 -0.864750898123457 -0.85692797677625 -0.639977394333333 -0.572316594974024 -0.635106845534247 -0.884015788493827 -0.875040051780488 -0.803127637560976 -0.883511778304878 -0.860320751686747 -0.79191393002439 -0.73998689954878 -0.731311760037037 -0.558082864152 -0.512709908477027 -0.537596876565217 -0.73485682064557 -0.8928407632875 -0.8746446518125 -0.854988601219512 -0.908415128902439 -0.923404522560976 -0.922961442037037 -0.736524638740741 -0.809085263356164 -0.688462659872727 -0.686371729049351 -0.73563768202375 -0.687992919766234 -0.612446810724615 -0.492204270917143 -0.507170783154688 -0.443657176594203 -0.534441048246875 -0.42664059640678
7 "WALKING_DOWNSTAIRS" -0.351404687307692 -0.373968370703571 0.11545154762069 -0.120266492051282 -0.190865373448434 -0.648386126292857 0.12687845435 0.015069311804375 -0.0172961877944444 0.10129860603 0.0149279148372093 0.0211800668075 -0.369313026909091 -0.638453861034483 -0.739380863185185 -0.644135293508772 -0.793415528448276 -0.739822341684211 -0.552934501877193 -0.54522432277551 -0.339650802148148 -0.469994259958333 -0.287460391808511 -0.140896385039474 -0.0384150870475 0.012849434 -0.0215314798526667 -0.102923119325581 -0.0826939198125 -0.1261664590625 -0.0422742830277778 0.0307874051 -0.0912625553315778 -0.1340306538 -0.679913079826923 -0.508894220508475 -0.553490531666667 -0.458682488909091 0.107199350665714 0.312824927823529 -0.0785024044195122 -0.0369860232631579 -0.111340661891304 -0.127344922063889 -0.0124866895065217 -0.178132481666667 -0.561540651245283 -0.555726863471698 -0.472595962307922 -0.428436393693878 -0.38846475245625 -0.410046563148148 -0.572439977446429 -0.674704592116667 -0.735722480732143 -0.552444411876364 -0.559990837428571 -0.4491729658 -0.891027595 -0.909946482131148 -0.884001286451613 -0.888952008790323 -0.876289884032258 -0.872462929983871 -0.781227637883333 -0.720524086120339 -0.708080378438597 -0.878885656774194 -0.89693573016129 -0.921760650645161 -0.91795561983871 -0.909316178064516 -0.874739731451613 -0.896431282333333 -0.832039989369355 -0.611947210631579 -0.422444367982143 -0.4685786643994 -0.567808614583929 -0.661556729688525 -0.873085992181818 -0.740382318779661 -0.866709140482759 -0.804881865983051 -0.813203685096774 -0.890653554156897 -0.818358289316667 -0.862735713559322 -0.772211431526316 -0.724589088545455 -0.698989230467797 -0.681702473867924 -0.575304938568965 -0.686532440195652 -0.450601282287308 -0.552062787861111 -0.555406587152174
7 "WALKING_UPSTAIRS" -0.318386537931034 -0.52322577776 0.133456248064516 -0.112120666324524 -0.137740908611364 -0.68418303135 0.0177838399283333 -0.0146242641704545 0.0245190547434783 0.0326872010232558 0.05324279878 -0.00151723131153846 -0.7545939318125 -0.799812121985294 -0.853204939701493 -0.761748318606061 -0.677399682707692 -0.629525231017241 -0.706433047516129 -0.668320891937931 -0.425223873953488 0.0895120060217391 0.2462608387 0.314709418652174 0.0511055213108696 0.0626996787658537 0.0648379041190476 -0.00378881713288462 -0.0958165992692308 -0.0355137538638298 0.0439920594909091 -0.018705916924902 -0.136562719708 -0.0613197218978261 -0.721000995064516 -0.621713920588793 -0.716846773507692 -0.692090934796875 0.0660966917837209 0.115748803055556 -0.0894485814338 -0.196401775111628 -0.174602176291667 -0.321118717942222 -0.290288436775893 -0.429982125217308 -0.455943483932759 -0.467211332252542 -0.471609204509091 -0.559368100590164 -0.553660811823529 -0.488941901877193 -0.55343882531129 -0.649410928355932 -0.641122991709677 -0.502426745898305 -0.439026211331579 -0.458268181947368 -0.902992686666667 -0.906177375730435 -0.907884579701493 -0.908105447202899 -0.942743884705882 -0.909136268985507 -0.711304493846154 -0.722726133216667 -0.58907025256129 -0.918562146231884 -0.917525634782609 -0.936505277826087 -0.933856739130435 -0.91722976173913 -0.846371114057971 -0.824528808550725 -0.855897854666667 -0.620774570698413 -0.505924849540984 -0.49773770045614 -0.618884059774194 -0.843433509787879 -0.840449893090909 -0.841010760074627 -0.875756359621212 -0.880855558838235 -0.920251194705882 -0.856452139835821 -0.842933054375 -0.792639010515625 -0.763460835074627 -0.762604719539683 -0.732287151681818 -0.626763754457627 -0.564175239270909 -0.514539571451613 -0.625580754777586 -0.495860199958929 -0.52721810240678
8 "LAYING" -0.40117585246875 -0.4828255217 0.116339484306122 -0.0754420023641176 -0.132610490489649 -0.538323710094624 0.0912985739487179 0.084004969775 -0.109108035928 -0.00885605695476191 0.0584143677320755 -0.0193986814818182 -0.876331610782609 -0.903705957 -0.891998351550725 -0.869699372089552 -0.764111450289855 -0.677766913564516 -0.656561924688889 -0.5845496240625 -0.573533162301961 -0.180954831892308 0.0288208767027027 0.403095434552174 0.0858325895227273 0.0565666163326087 0.0940791797422222 0.0213578027090909 -0.0267454740453333 -0.0440364968508772 0.0159160905934783 0.029447269623913 -0.0396985242649123 -0.12628620673913 -0.555419330421538 -0.583989682333333 -0.563409653907937 -0.593881783349206 0.154123265011111 0.0672760414521429 -0.0654211855192308 -0.213737240527451 -0.250660927431818 -0.206437720363158 -0.35490135633 -0.314596265725741 -0.408464992585965 -0.374984496783333 -0.347151812016393 -0.57703154857377 -0.6041869349 -0.579563456957941 -0.707370041403509 -0.5567781915 -0.692015873451803 -0.498386652032258 -0.513980269715873 -0.467490189147458 -0.872010607661972 -0.850969101594203 -0.845749213943662 -0.882501205380282 -0.879994911774648 -0.889977299859155 -0.593425336774603 -0.499507512314062 -0.513882995746269 -0.877259578169014 -0.88108981173913 -0.887865616478873 -0.89566915915493 -0.916758139577465 -0.787020020571429 -0.715438876309859 -0.696514467044776 -0.610805325769231 -0.578058835741936 -0.510257210789062 -0.667609450806452 -0.730870129661538 -0.748675816903226 -0.689164675159701 -0.773718949104478 -0.795701723342857 -0.855769497455882 -0.829475947536232 -0.837536995384615 -0.766839396051471 -0.776853797334328 -0.769171728590909 -0.737353969798529 -0.581656437239344 -0.502538676980328 -0.529669701571429 -0.439172169818182 -0.361946451305357 -0.34162706370566
8 "SITTING" -0.385386505548387 -0.395223372153846 0.0655570572168675 -0.1042925108 -0.159388813814286 -0.603270687467742 -0.0796051148705882 -0.0238315043844444 0.0564527945833333 -0.04338171564 -0.0112621023061224 0.0144327263333333 -0.294069840645833 -0.446788232523636 -0.665610296571429 -0.703124691362069 -0.759982680305085 -0.776191697421053 -0.624898335561225 -0.635525361805769 -0.682514815116279 -0.471857754979167 -0.450930127971739 -0.209928416679412 -0.0158779834324324 0.0546609629085714 -0.0146434302631579 0.0431710184404762 -0.0200468198484849 0.0906932484090909 -0.149206673461538 -0.133616461952381 0.0777041441714286 0.000542788574999999 -0.527679238084445 -0.470705984228889 -0.430761715217391 -0.344767087576923 -0.100625168142857 -0.070255973909375 0.0615147681947368 -0.0671728400314286 0.0363241726945946 -0.0348520647027027 -0.022796514872973 -0.127367052359091 -0.485966793744186 -0.390429132420408 -0.420967815883721 -0.393750917928571 -0.334589116076923 -0.468631336409524 -0.336128866111765 -0.49952317478913 -0.470951668578182 -0.534199708446809 -0.436559176144231 -0.507639778659574 -0.801214955203704 -0.788963388169811 -0.762880483392857 -0.775301926056604 -0.777262516087719 -0.818866008727273 -0.669532332648148 -0.629680432851852 -0.612918057451923 -0.80256692125 -0.741977505092593 -0.769597940333333 -0.789044842122807 -0.797376669137931 -0.730883832982456 -0.695873451607143 -0.727674886053571 -0.5874838454 -0.444927127 -0.52150896790625 -0.703211893314815 -0.776188905315789 -0.799072055607143 -0.784721274166667 -0.737694770805455 -0.77014991225 -0.743824106642857 -0.727490153463636 -0.765772540259259 -0.730929797901961 -0.671268686924528 -0.686279042814815 -0.732316799615385 -0.633498740049057 -0.68465773954 -0.5828658170486 -0.593323900264151 -0.607782158755102 -0.53968522905
